n,k,count_time,aru_time,count_space_bytes,aru_space_bytes
170830,68129206,0.043307906666666666,0.0017725666666666667,273883464,1432672
203996,215443,9.667866666666667E-4,0.0022386066666666665,2493740,1635680
203996,316227,0.0010099466666666666,0.0020998466666666666,2896876,1636464
203996,464158,0.0013186933333333333,0.00209206,3488600,1637416
203996,681292,0.0014998066666666668,0.0022116,4357136,1638568
203996,1000000,0.00212704,0.00230128,5631968,1639968
203996,1467799,0.0027927,0.0020826266666666665,7503164,1641656
203996,2154434,0.00355044,0.0021265866666666665,10249704,1643704
203996,3162277,0.004328986666666666,0.00210838,14281076,1646192
203996,4641588,0.005494066666666667,0.0021113133333333332,20198320,1649200
203996,6812920,0.007007486666666667,0.00210364,28883648,1652848
203996,10000000,0.00966064,0.0021823666666666666,41631968,1657264
203996,14677992,0.01248472,0.00209768,60343936,1662616
203996,21544346,0.016219726666666667,0.002106446666666667,87809352,1669096
203996,31622776,0.022350446666666666,0.002183706666666667,128123072,1676952
203996,46415888,0.031226646666666667,0.0021580666666666665,187295520,1686464
203996,68129206,0.04336565333333333,0.0021096,274148792,1698000
237162,316227,0.0011223466666666667,0.0024963533333333334,3162204,1901792
237162,464158,0.0015751666666666668,0.00246314,3753928,1902744
237162,681292,0.0017634266666666668,0.0025482933333333332,4622464,1903896
237162,1000000,0.0023765266666666666,0.0025339333333333335,5897296,1905296
237162,1467799,0.0031347933333333335,0.0024200466666666667,7768492,1906984
237162,2154434,0.00392868,0.0024432533333333334,10515032,1909032
237162,3162277,0.00467982,0.0024853733333333335,14546404,1911520
237162,4641588,0.00594934,0.00255372,20463648,1914528
237162,6812920,0.00775842,0.00248432,29148976,1918176
237162,10000000,0.00986288,0.0026782866666666665,41897296,1922592
237162,14677992,0.012977886666666667,0.0024989,60609264,1927944
237162,21544346,0.01681656,0.0024731333333333333,88074680,1934424
237162,31622776,0.023224726666666667,0.0024673666666666667,128388400,1942280
237162,46415888,0.0313403,0.0025331733333333333,187560848,1951792
237162,68129206,0.04496348666666666,0.0024373666666666666,274414120,1963328
270328,316227,0.0013023866666666667,0.00277816,3427532,2167120
270328,464158,0.0017718066666666667,0.002766666666666667,4019256,2168072
270328,681292,0.0018915333333333333,0.0028272933333333334,4887792,2169224
270328,1000000,0.0023463733333333333,0.0028374733333333332,6162624,2170624
270328,1467799,0.00334444,0.0030675733333333332,8033820,2172312
270328,2154434,0.004227713333333333,0.0028028333333333334,10780360,2174360
270328,3162277,0.00495634,0.00295076,14811732,2176848
270328,4641588,0.0062082533333333335,0.00278488,20728976,2179856
270328,6812920,0.008288306666666667,0.0028008066666666666,29414304,2183504
270328,10000000,0.010502786666666666,0.0029832266666666666,42162624,2187920
270328,14677992,0.013868826666666667,0.0029818,60874592,2193272
270328,21544346,0.01901918,0.0029013533333333333,88340008,2199752
270328,31622776,0.02368728,0.0029612666666666665,128653728,2207608
270328,46415888,0.032612786666666664,0.0030896066666666667,187826176,2217120
270328,68129206,0.04477302666666667,0.0028910666666666666,274679448,2228656
303494,316227,0.0013984466666666668,0.003177713333333333,3692860,2432448
303494,464158,0.0021103333333333334,0.0031273466666666668,4284584,2433400
303494,681292,0.0021294533333333335,0.00325438,5153120,2434552
303494,1000000,0.0030316666666666665,0.0030865266666666668,6427952,2435952
303494,1467799,0.00344668,0.003278726666666667,8299148,2437640
303494,2154434,0.004585853333333333,0.003182453333333333,11045688,2439688
303494,3162277,0.00526796,0.0033192,15077060,2442176
303494,4641588,0.00702882,0.00343688,20994304,2445184
303494,6812920,0.008633893333333333,0.00315784,29679632,2448832
303494,10000000,0.010794133333333334,0.003584106666666667,42427952,2453248
303494,14677992,0.01408526,0.00346134,61139920,2458600
303494,21544346,0.01824908,0.0033035066666666666,88605336,2465080
303494,31622776,0.024037066666666666,0.00321484,128919056,2472936
303494,46415888,0.032798466666666665,0.0034701,188091504,2482448
303494,68129206,0.04620778666666667,0.003246713333333333,274944776,2493984
336660,464158,0.00195296,0.0034519333333333335,4549912,2698728
336660,681292,0.0026529466666666665,0.0035573533333333332,5418448,2699880
336660,1000000,0.0027926933333333333,0.00345902,6693280,2701280
336660,1467799,0.0038702933333333335,0.003650333333333333,8564476,2702968
336660,2154434,0.004474813333333333,0.00352702,11311016,2705016
336660,3162277,0.005940173333333333,0.00366914,15342388,2707504
336660,4641588,0.00702866,0.00356784,21259632,2710512
336660,6812920,0.00929868,0.00366536,29944960,2714160
336660,10000000,0.011369166666666666,0.00395184,42693280,2718576
336660,14677992,0.014512666666666667,0.0041062266666666665,61405248,2723928
336660,21544346,0.01881372,0.0035809266666666667,88870664,2730408
336660,31622776,0.024612286666666667,0.003635146666666667,129184384,2738264
336660,46415888,0.033245246666666665,0.0036691133333333335,188356832,2747776
336660,68129206,0.04619010666666667,0.003557433333333333,275210104,2759312
369826,464158,0.002133093333333333,0.0038163666666666666,4815240,2964056
369826,681292,0.0026551066666666667,0.0038784733333333335,5683776,2965208
369826,1000000,0.00321324,0.004233573333333333,6958608,2966608
369826,1467799,0.00412216,0.004101286666666666,8829804,2968296
369826,2154434,0.00487234,0.004040426666666667,11576344,2970344
369826,3162277,0.00624178,0.003961693333333334,15607716,2972832
369826,4641588,0.007427513333333333,0.00406162,21524960,2975840
369826,6812920,0.01000308,0.0038936733333333334,30210288,2979488
369826,10000000,0.011809306666666667,0.0042640333333333336,42958608,2983904
369826,14677992,0.014943893333333333,0.004325693333333333,61670576,2989256
369826,21544346,0.019662313333333334,0.00406394,89135992,2995736
369826,31622776,0.025239653333333334,0.004246773333333334,129449712,3003592
369826,46415888,0.033810653333333336,0.003938566666666666,188622160,3013104
369826,68129206,0.046509173333333334,0.0040168266666666666,275475432,3024640
402992,464158,0.00217626,0.004161806666666667,5080568,3229384
402992,681292,0.0026353866666666667,0.0042231,5949104,3230536
402992,1000000,0.00315614,0.00428228,7223936,3231936
402992,1467799,0.004218466666666667,0.004448453333333333,9095132,3233624
402992,2154434,0.005064713333333333,0.004270113333333333,11841672,3235672
402992,3162277,0.006531213333333333,0.00437586,15873044,3238160
402992,4641588,0.008366386666666666,0.004359053333333333,21790288,3241168
402992,6812920,0.010083126666666666,0.004394786666666667,30475616,3244816
402992,10000000,0.01277684,0.00471958,43223936,3249232
402992,14677992,0.015858,0.00484258,61935904,3254584
402992,21544346,0.019858313333333332,0.0043732,89401320,3261064
402992,31622776,0.025713146666666666,0.004458506666666666,129715040,3268920
402992,46415888,0.03462329333333333,0.00423244,188887488,3278432
402992,68129206,0.048354933333333336,0.004324273333333333,275740760,3289968
436158,464158,0.002395406666666667,0.004478426666666667,5345896,3494712
436158,681292,0.0029625533333333333,0.004558733333333334,6214432,3495864
436158,1000000,0.0032784533333333333,0.0046062,7489264,3497264
436158,1467799,0.0047032133333333335,0.0047368133333333335,9360460,3498952
436158,2154434,0.005758053333333333,0.004794166666666667,12107000,3501000
436158,3162277,0.006771093333333334,0.00510244,16138372,3503488
436158,4641588,0.008091726666666667,0.005127673333333333,22055616,3506496
436158,6812920,0.010546846666666667,0.004833746666666667,30740944,3510144
436158,10000000,0.013841526666666666,0.005278986666666667,43489264,3514560
436158,14677992,0.016079973333333334,0.005293733333333333,62201232,3519912
436158,21544346,0.020491086666666665,0.004874053333333334,89666648,3526392
436158,31622776,0.027096966666666666,0.004766,129980368,3534248
436158,46415888,0.035740186666666666,0.004760066666666667,189152816,3543760
436158,68129206,0.04830673333333333,0.004833893333333334,276006088,3555296
469324,681292,0.0027346933333333334,0.004896546666666667,6479760,3761192
469324,1000000,0.00401874,0.005085973333333334,7754592,3762592
469324,1467799,0.00491196,0.00518616,9625788,3764280
469324,2154434,0.00605832,0.005150206666666666,12372328,3766328
469324,3162277,0.007436066666666667,0.005300653333333333,16403700,3768816
469324,4641588,0.009507486666666667,0.0050303733333333335,22320944,3771824
469324,6812920,0.010980373333333333,0.005378293333333333,31006272,3775472
469324,10000000,0.013627246666666667,0.005282753333333333,43754592,3779888
469324,14677992,0.01733016,0.005374153333333334,62466560,3785240
469324,21544346,0.021157226666666668,0.005060306666666667,89931976,3791720
469324,31622776,0.0271554,0.005497766666666667,130245696,3799576
469324,46415888,0.03584545333333333,0.005022626666666667,189418144,3809088
469324,68129206,0.0494452,0.0051982,276271416,3820624
502490,681292,0.00292676,0.005200306666666666,6745088,4026520
502490,1000000,0.004113746666666667,0.00548778,8019920,4027920
502490,1467799,0.005030186666666667,0.00552618,9891116,4029608
502490,2154434,0.0066275,0.0055939733333333335,12637656,4031656
502490,3162277,0.007553346666666667,0.0056550333333333334,16669028,4034144
502490,4641588,0.009578073333333333,0.005456786666666666,22586272,4037152
502490,6812920,0.01158358,0.00566282,31271600,4040800
502490,10000000,0.014033226666666667,0.005800913333333334,44019920,4045216
502490,14677992,0.01823374666666667,0.00583798,62731888,4050568
502490,21544346,0.02254394,0.00553806,90197304,4057048
502490,31622776,0.027824833333333333,0.005725706666666667,130511024,4064904
502490,46415888,0.03699487333333333,0.005411,189683472,4074416
502490,68129206,0.05017628666666667,0.005616213333333333,276536744,4085952
535656,681292,0.00273924,0.0055342333333333335,7010416,4291848
535656,1000000,0.003965633333333334,0.005905953333333333,8285248,4293248
535656,1467799,0.0053463,0.00594784,10156444,4294936
535656,2154434,0.006596433333333334,0.006158046666666667,12902984,4296984
535656,3162277,0.007877146666666666,0.00634166,16934356,4299472
535656,4641588,0.009767546666666667,0.005881246666666667,22851600,4302480
535656,6812920,0.01240148,0.005875066666666666,31536928,4306128
535656,10000000,0.014555493333333334,0.006032566666666667,44285248,4310544
535656,14677992,0.018002593333333334,0.005634633333333333,62997216,4315896
535656,21544346,0.02243144,0.005632346666666667,90462632,4322376
535656,31622776,0.028612553333333332,0.005862486666666666,130776352,4330232
535656,46415888,0.03816572666666666,0.005758253333333334,189948800,4339744
535656,68129206,0.05096148666666667,0.005786133333333334,276802072,4351280
568822,681292,0.00302176,0.005862393333333334,7275744,4557176
568822,1000000,0.0038671933333333333,0.00612882,8550576,4558576
568822,1467799,0.0056806466666666664,0.00653388,10421772,4560264
568822,2154434,0.00682666,0.00648426,13168312,4562312
568822,3162277,0.0086797,0.006141613333333333,17199684,4564800
568822,4641588,0.013744153333333333,0.00754854,23116928,4567808
568822,6812920,0.013588113333333334,0.006275606666666667,31802256,4571456
568822,10000000,0.015720186666666667,0.00612196,44550576,4575872
568822,14677992,0.01923202,0.00646224,63262544,4581224
568822,21544346,0.02457888,0.0062807466666666666,90727960,4587704
568822,31622776,0.029271646666666668,0.006188753333333333,131041680,4595560
568822,46415888,0.03791402666666667,0.006414313333333334,190214128,4605072
568822,68129206,0.05095428,0.005882166666666667,277067400,4616608
601988,681292,0.00327508,0.006261806666666666,7541072,4822504
601988,1000000,0.004231673333333333,0.00687724,8815904,4823904
601988,1467799,0.005883053333333333,0.0067162,10687100,4825592
601988,2154434,0.0072051,0.006639513333333334,13433640,4827640
601988,3162277,0.00901576,0.006640673333333334,17465012,4830128
601988,4641588,0.010477326666666667,0.0069131,23382256,4833136
601988,6812920,0.013018986666666666,0.00654538,32067584,4836784
601988,10000000,0.015571933333333333,0.00671476,44815904,4841200
601988,14677992,0.01917556,0.0066432,63527872,4846552
601988,21544346,0.023399533333333333,0.00634994,90993288,4853032
601988,31622776,0.030193313333333333,0.006599893333333333,131307008,4860888
601988,46415888,0.038879493333333334,0.006502946666666667,190479456,4870400
601988,68129206,0.051414893333333336,0.0063729066666666665,277332728,4881936
635154,681292,0.0035883266666666665,0.00669248,7806400,5087832
635154,1000000,0.00443462,0.0068324733333333335,9081232,5089232
635154,1467799,0.006507053333333334,0.0073096133333333336,10952428,5090920
635154,2154434,0.00738578,0.007146366666666667,13698968,5092968
635154,3162277,0.009675353333333333,0.00704564,17730340,5095456
635154,4641588,0.01112178,0.007353913333333333,23647584,5098464
635154,6812920,0.013405766666666666,0.006930466666666667,32332912,5102112
635154,10000000,0.01629648,0.007209646666666666,45081232,5106528
635154,14677992,0.019569086666666666,0.006877573333333334,63793200,5111880
635154,21544346,0.024286393333333333,0.00707054,91258616,5118360
635154,31622776,0.030305493333333332,0.007044953333333334,131572336,5126216
635154,46415888,0.0394492,0.007028266666666666,190744784,5135728
635154,68129206,0.05279188,0.0071783133333333336,277598056,5147264
668320,681292,0.0036942533333333334,0.006950286666666666,8071728,5353160
668320,1000000,0.00451964,0.00773276,9346560,5354560
668320,1467799,0.006491266666666667,0.007409166666666666,11217756,5356248
668320,2154434,0.00780558,0.00764802,13964296,5358296
668320,3162277,0.009621506666666666,0.007359153333333333,17995668,5360784
668320,4641588,0.012092726666666666,0.007290133333333333,23912912,5363792
668320,6812920,0.01413464,0.007287366666666666,32598240,5367440
668320,10000000,0.016862026666666665,0.007497086666666666,45346560,5371856
668320,14677992,0.020070446666666665,0.007549013333333333,64058528,5377208
668320,21544346,0.02444027333333333,0.00762674,91523944,5383688
668320,31622776,0.03075952,0.007464026666666667,131837664,5391544
668320,46415888,0.04022214,0.007513713333333333,191010112,5401056
668320,68129206,0.05414331333333333,0.007305106666666667,277863384,5412592
701486,1000000,0.005405966666666667,0.007660673333333333,9611888,5619888
701486,1467799,0.006615393333333333,0.007997313333333334,11483084,5621576
701486,2154434,0.00840922,0.00774502,14229624,5623624
701486,3162277,0.009862333333333334,0.007800206666666667,18260996,5626112
701486,4641588,0.01215514,0.007882446666666666,24178240,5629120
701486,6812920,0.014237033333333333,0.008107153333333334,32863568,5632768
701486,10000000,0.017216646666666665,0.007697913333333333,45611888,5637184
701486,14677992,0.02104228,0.0078079,64323856,5642536
701486,21544346,0.02530998,0.007750293333333333,91789272,5649016
701486,31622776,0.03162690666666667,0.008092873333333334,132102992,5656872
701486,46415888,0.04063472,0.00786634,191275440,5666384
701486,68129206,0.0550453,0.00785332,278128712,5677920
734652,1000000,0.0055852,0.0079388,9877216,5885216
734652,1467799,0.007074846666666666,0.00808568,11748412,5886904
734652,2154434,0.008722053333333334,0.008168153333333334,14494952,5888952
734652,3162277,0.01060882,0.008340506666666667,18526324,5891440
734652,4641588,0.01220788,0.00828308,24443568,5894448
734652,6812920,0.01463026,0.00831492,33128896,5898096
734652,10000000,0.017849226666666666,0.00817452,45877216,5902512
734652,14677992,0.02131082,0.008425286666666667,64589184,5907864
734652,21544346,0.026043246666666665,0.0081559,92054600,5914344
734652,31622776,0.03316781333333333,0.008542113333333334,132368320,5922200
734652,46415888,0.04228568666666667,0.008400886666666666,191540768,5931712
734652,68129206,0.054293306666666666,0.008179466666666666,278394040,5943248
767818,1000000,0.0057865,0.008372633333333334,10142544,6150544
767818,1467799,0.007063113333333333,0.008649986666666666,12013740,6152232
767818,2154434,0.008837293333333333,0.00856272,14760280,6154280
767818,3162277,0.010773246666666667,0.008835753333333333,18791652,6156768
767818,4641588,0.012944313333333334,0.008633526666666667,24708896,6159776
767818,6812920,0.01563976,0.008967133333333334,33394224,6163424
767818,10000000,0.018121753333333334,0.008516766666666667,46142544,6167840
767818,14677992,0.02209598,0.00857534,64854512,6173192
767818,21544346,0.026497993333333334,0.008556613333333333,92319928,6179672
767818,31622776,0.03276491333333333,0.008906006666666667,132633648,6187528
767818,46415888,0.04164428666666667,0.00902778,191806096,6197040
767818,68129206,0.05535909333333333,0.0087446,278659368,6208576
800984,1000000,0.006216833333333334,0.008885133333333333,10407872,6415872
800984,1467799,0.00732582,0.009089673333333333,12279068,6417560
800984,2154434,0.009168026666666667,0.009114993333333333,15025608,6419608
800984,3162277,0.010900793333333334,0.008984213333333333,19056980,6422096
800984,4641588,0.01415554,0.009237486666666666,24974224,6425104
800984,6812920,0.016182826666666667,0.0096981,33659552,6428752
800984,10000000,0.01921562,0.009242713333333333,46407872,6433168
800984,14677992,0.0225054,0.009011006666666667,65119840,6438520
800984,21544346,0.027325846666666667,0.009314086666666667,92585256,6445000
800984,31622776,0.03432877333333333,0.009543593333333333,132898976,6452856
800984,46415888,0.04335108666666666,0.0090462,192071424,6462368
800984,68129206,0.0560601,0.009212013333333333,278924696,6473904
834150,1000000,0.0062806933333333335,0.009083973333333334,10673200,6681200
834150,1467799,0.008052573333333334,0.009515833333333333,12544396,6682888
834150,2154434,0.009789513333333333,0.009294773333333334,15290936,6684936
834150,3162277,0.011204613333333334,0.00935978,19322308,6687424
834150,4641588,0.01584216,0.01018132,25239552,6690432
834150,6812920,0.01625766,0.009686986666666666,33924880,6694080
834150,10000000,0.019494353333333332,0.009576433333333334,46673200,6698496
834150,14677992,0.02301166,0.009355066666666667,65385168,6703848
834150,21544346,0.02815606,0.009547986666666666,92850584,6710328
834150,31622776,0.034342493333333335,0.009836073333333334,133164304,6718184
834150,46415888,0.04445524,0.009499746666666666,192336752,6727696
834150,68129206,0.05663795333333333,0.009690093333333333,279190024,6739232
867316,1000000,0.006719233333333333,0.009618853333333333,10938528,6946528
867316,1467799,0.0078272,0.010030626666666667,12809724,6948216
867316,2154434,0.010127553333333334,0.009903506666666667,15556264,6950264
867316,3162277,0.011871353333333333,0.00987308,19587636,6952752
867316,4641588,0.014089746666666667,0.010121006666666666,25504880,6955760
867316,6812920,0.016765746666666668,0.009940466666666667,34190208,6959408
867316,10000000,0.019650106666666667,0.00992948,46938528,6963824
867316,14677992,0.023696833333333334,0.0097586,65650496,6969176
867316,21544346,0.02900778,0.01021498,93115912,6975656
867316,31622776,0.03456481333333333,0.010073613333333334,133429632,6983512
867316,46415888,0.044227053333333335,0.010069933333333333,192602080,6993024
867316,68129206,0.05708198,0.010498986666666666,279455352,7004560
900482,1000000,0.0072247,0.009826846666666667,11203856,7211856
900482,1467799,0.008085266666666667,0.010227993333333333,13075052,7213544
900482,2154434,0.010117873333333333,0.00998914,15821592,7215592
900482,3162277,0.012463333333333333,0.010937106666666667,19852964,7218080
900482,4641588,0.01472528,0.010432446666666666,25770208,7221088
900482,6812920,0.01731642,0.0106993,34455536,7224736
900482,10000000,0.020345906666666667,0.01041446,47203856,7229152
900482,14677992,0.024331786666666667,0.010510906666666667,65915824,7234504
900482,21544346,0.029152,0.01063462,93381240,7240984
900482,31622776,0.035524926666666665,0.010531913333333334,133694960,7248840
900482,46415888,0.04463173333333333,0.010563,192867408,7258352
900482,68129206,0.05813533333333333,0.01075348,279720680,7269888
933648,1000000,0.00721118,0.01059236,11469184,7477184
933648,1467799,0.00850988,0.010685313333333333,13340380,7478872
933648,2154434,0.010497946666666667,0.01054916,16086920,7480920
933648,3162277,0.012383806666666667,0.010869286666666667,20118292,7483408
933648,4641588,0.01486558,0.01063672,26035536,7486416
933648,6812920,0.017615326666666667,0.01106628,34720864,7490064
933648,10000000,0.020936373333333334,0.0108274,47469184,7494480
933648,14677992,0.024469646666666667,0.01064596,66181152,7499832
933648,21544346,0.030110206666666667,0.011176913333333333,93646568,7506312
933648,31622776,0.03624334,0.01108456,133960288,7514168
933648,46415888,0.0454499,0.011119733333333333,193132736,7523680
933648,68129206,0.058644253333333334,0.01171972,279986008,7535216
966814,1000000,0.007820573333333334,0.01114184,11734512,7742512
966814,1467799,0.00890604,0.011099086666666667,13605708,7744200
966814,2154434,0.01102398,0.011043186666666666,16352248,7746248
966814,3162277,0.01303152,0.011207713333333333,20383620,7748736
966814,4641588,0.01576572,0.011328046666666666,26300864,7751744
966814,6812920,0.018266353333333332,0.011280333333333333,34986192,7755392
966814,10000000,0.0214629,0.01129024,47734512,7759808
966814,14677992,0.025127146666666666,0.011230093333333333,66446480,7765160
966814,21544346,0.03086796,0.01134084,93911896,7771640
966814,31622776,0.03707226,0.011530573333333334,134225616,7779496
966814,46415888,0.04613012666666667,0.011140846666666667,193398064,7789008
966814,68129206,0.06255821333333333,0.011878173333333334,280251336,7800544
999980,1000000,0.007792813333333333,0.011200273333333333,11999840,8007840
999980,1467799,0.009279693333333333,0.01144284,13871036,8009528
999980,2154434,0.011215726666666667,0.011291493333333333,16617576,8011576
999980,3162277,0.01317498,0.011689673333333333,20648948,8014064
999980,4641588,0.015959933333333332,0.01188404,26566192,8017072
999980,6812920,0.018803866666666665,0.011897826666666667,35251520,8020720
999980,10000000,0.022283113333333333,0.01150672,47999840,8025136
999980,14677992,0.02587336,0.01151448,66711808,8030488
999980,21544346,0.03168904,0.011738933333333333,94177224,8036968
999980,31622776,0.03740297333333333,0.012009173333333333,134490944,8044824
999980,46415888,0.04684572,0.011887086666666666,193663392,8054336
999980,68129206,0.06066150666666666,0.01238308,280516664,8065872
